"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
1695;53;241;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1696;32;932;1;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
1697;40;750;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1698;53;1319;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1699;40;471;2;"employed";"divorced";"primary";"yes";"no";"failure";"yes"
1700;37;1594;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1701;34;872;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1702;32;8436;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1703;34;79;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1704;33;148;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1705;37;346;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1706;54;105;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1707;31;-170;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
1708;33;1940;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1709;48;191;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1710;37;590;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1711;34;0;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1712;52;98;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1713;34;1134;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1714;55;865;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1715;25;1790;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
1716;36;456;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1717;34;210;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1718;33;135;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1719;33;489;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1720;36;442;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1721;37;90;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1722;38;245;2;"unemployed";"single";"secondary";"yes";"yes";"success";"no"
1723;30;249;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1724;34;703;2;"employed";"married";"secondary";"no";"no";"failure";"no"
1725;33;7;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1726;36;263;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1727;38;3242;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1728;38;35;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1729;50;512;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
1730;52;1374;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1731;52;568;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1732;43;-88;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
1733;31;-163;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1734;43;-181;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1735;32;435;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1736;54;-133;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1737;38;0;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1738;28;1065;1;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1739;32;294;2;"employed";"divorced";"tertiary";"yes";"no";"success";"yes"
1740;36;670;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1741;43;243;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1742;31;658;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1743;46;-175;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
1744;54;6525;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1745;34;329;1;"employed";"married";"primary";"yes";"no";"failure";"yes"
1746;34;598;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1747;31;578;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1748;31;223;2;"unemployed";"single";"secondary";"yes";"no";"success";"no"
1749;43;214;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1750;54;551;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1751;36;543;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1752;55;1187;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1753;28;16;1;"employed";"single";"secondary";"no";"no";"failure";"no"
1754;35;457;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1755;38;-113;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1756;34;436;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1757;41;1010;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1758;48;1143;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1759;45;976;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1760;40;190;2;"employed";"divorced";"primary";"yes";"yes";"failure";"no"
1761;34;334;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1762;30;398;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1763;32;1074;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1764;30;2;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1765;37;-90;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1766;44;887;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1767;28;437;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1768;34;21;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
1769;37;9269;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
1770;33;273;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1771;36;275;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1772;31;985;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
1773;34;91;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
1774;54;426;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1775;40;556;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1776;45;271;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1777;29;205;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1778;32;225;1;"employed";"married";"secondary";"yes";"no";"failure";"yes"
1779;49;1096;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1780;39;260;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1781;38;398;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1782;31;8295;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1783;38;5432;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
1784;30;578;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1785;32;1415;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1786;42;-256;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1787;42;115;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1788;34;1467;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1789;30;1171;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1790;30;390;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1791;34;4963;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1792;47;683;1;"unemployed";"single";"primary";"no";"no";"failure";"no"
1793;47;385;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1794;40;572;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1795;41;445;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1796;37;3154;2;"employed";"married";"primary";"yes";"no";"failure";"yes"
1797;37;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1798;49;816;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1799;30;246;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1800;29;1180;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
1801;41;450;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1802;38;507;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1803;32;199;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1804;38;884;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1805;36;351;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1806;46;85;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1807;34;520;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
1808;37;3954;1;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
1809;35;430;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1810;39;5873;2;"employed";"divorced";"secondary";"no";"no";"failure";"no"
1811;35;199;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1812;24;-220;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1813;32;671;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1814;48;266;1;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
1815;35;372;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1816;42;1545;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1817;58;221;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1818;52;340;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
1819;27;-116;1;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1820;35;528;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1821;54;641;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1822;33;2254;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1823;38;710;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1824;37;146;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1825;34;11;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1826;37;982;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1827;40;1802;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1828;34;879;1;"employed";"married";"secondary";"yes";"no";"failure";"yes"
1829;30;658;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1830;32;453;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1831;35;586;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1832;29;103;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1833;33;557;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1834;41;1380;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1835;34;165;1;"unemployed";"married";"primary";"yes";"no";"failure";"no"
1836;60;381;2;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
1837;39;625;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1838;38;194;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1839;37;539;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1840;31;1130;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1841;33;-124;1;"employed";"married";"secondary";"no";"no";"failure";"no"
1842;30;-280;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1843;31;102;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1844;41;927;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1845;47;91;1;"employed";"divorced";"primary";"yes";"no";"failure";"no"
1846;40;679;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1847;31;603;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1848;37;860;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1849;32;28;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1850;53;2124;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1851;35;3487;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1852;43;9261;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1853;34;260;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1854;49;1127;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1855;40;96;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1856;29;229;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1857;39;284;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1858;40;119;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1859;33;90;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1860;51;216;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1861;50;12519;2;"employed";"married";"primary";"yes";"no";"success";"no"
1862;42;875;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1863;40;643;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1864;31;310;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1865;48;551;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
1866;32;298;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1867;31;604;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1868;36;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1869;36;549;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1870;36;1949;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1871;23;28;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1872;51;1329;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1873;35;1207;1;"employed";"married";"secondary";"yes";"no";"success";"no"
1874;30;1012;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1875;53;5303;1;"employed";"married";"secondary";"yes";"no";"success";"yes"
1876;29;459;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1877;33;1190;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1878;32;620;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
1879;37;6889;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1880;46;864;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1881;35;1295;1;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
1882;44;-93;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1883;33;476;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1884;46;6993;1;"employed";"married";"secondary";"yes";"no";"success";"no"
1885;37;235;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1886;46;9077;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1887;30;613;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1888;38;13156;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1889;37;1127;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1890;38;3913;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
1891;32;413;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1892;50;4121;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1893;31;2289;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1894;29;1238;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1895;41;563;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1896;37;287;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1897;32;286;2;"employed";"married";"secondary";"no";"no";"failure";"no"
1898;45;658;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1899;57;202;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
1900;33;217;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1901;56;283;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
1902;57;3082;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
1903;46;292;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1904;40;169;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1905;34;8038;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1906;31;71;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1907;43;101;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1908;27;2784;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1909;53;225;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1910;34;550;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1911;33;2502;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1912;31;1664;1;"employed";"married";"secondary";"yes";"no";"success";"no"
1913;51;14;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1914;50;221;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
1915;34;1217;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1916;43;266;1;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
1917;35;122;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
1918;42;72;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1919;45;497;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1920;31;635;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1921;35;360;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1922;35;1345;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1923;39;2299;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1924;48;0;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1925;33;15341;2;"employed";"single";"secondary";"no";"no";"failure";"no"
1926;42;0;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1927;41;67;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
1928;25;147;2;"employed";"single";"primary";"yes";"no";"failure";"no"
1929;48;440;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1930;46;189;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1931;45;126;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1932;31;2929;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1933;34;4958;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1934;39;18;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1935;34;13683;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1936;41;532;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1937;41;1522;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1938;31;775;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1939;32;1819;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1940;59;258;1;"employed";"divorced";"tertiary";"yes";"no";"success";"no"
1941;32;4262;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1942;24;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1943;34;318;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1944;54;303;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1945;26;52;2;"employed";"single";"primary";"yes";"no";"success";"no"
1946;38;-349;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1947;34;1161;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1948;43;1927;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1949;36;0;1;"employed";"married";"secondary";"yes";"yes";"success";"no"
1950;39;8637;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1951;36;24;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1952;44;508;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1953;55;5253;2;"employed";"divorced";"tertiary";"yes";"yes";"failure";"no"
1954;33;151;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1955;41;1314;1;"unemployed";"married";"primary";"yes";"no";"failure";"no"
1956;60;1914;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1957;37;184;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1958;41;241;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1959;59;287;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1960;29;2378;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1961;32;3154;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
1962;43;517;2;"employed";"married";"primary";"yes";"no";"failure";"no"
1963;35;2123;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1964;55;462;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1965;50;2015;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1966;44;3060;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1967;40;283;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
1968;42;2717;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1969;43;314;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1970;37;43;2;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
1971;32;2;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
1972;32;3052;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
1973;31;631;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1974;33;35;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1975;33;864;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1976;28;387;1;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
1977;33;10;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
1978;33;437;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1979;39;104;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1980;31;648;1;"employed";"single";"secondary";"yes";"yes";"failure";"no"
1981;28;967;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1982;34;471;2;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
1983;37;2317;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
1984;29;2269;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
1985;43;3689;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
1986;46;145;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
1987;32;3322;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1988;32;299;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
1989;48;1060;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
1990;38;0;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
1991;40;2843;1;"employed";"married";"secondary";"yes";"no";"success";"no"
1992;37;2235;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1993;30;239;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
1994;45;757;2;"unemployed";"divorced";"primary";"no";"no";"failure";"no"
1995;58;1430;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
1996;37;264;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
1997;37;250;1;"employed";"married";"primary";"yes";"no";"failure";"no"
1998;33;187;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
1999;28;293;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2000;43;5564;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2001;46;0;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2002;38;1205;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2003;33;328;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2004;40;481;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2005;34;745;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2006;39;2357;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2007;33;4790;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2008;37;72;2;"employed";"single";"tertiary";"yes";"yes";"failure";"yes"
2009;35;1011;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2010;32;472;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2011;40;1530;1;"employed";"single";"primary";"yes";"no";"failure";"no"
2012;58;739;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2013;48;3531;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2014;33;1002;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2015;52;1440;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2016;60;2194;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2017;38;76;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2018;46;588;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2019;30;3313;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2020;48;3287;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2021;40;384;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
2022;37;56;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2023;40;759;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2024;53;4793;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2025;32;281;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2026;36;0;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2027;57;2087;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2028;37;504;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2029;41;8902;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2030;43;2374;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2031;27;153;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2032;50;2420;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2033;28;7102;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2034;38;511;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2035;45;-79;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2036;29;3331;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2037;30;20;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2038;35;1257;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2039;37;2390;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2040;44;109;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2041;34;790;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2042;34;577;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2043;38;0;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2044;41;1384;2;"employed";"married";"secondary";"yes";"no";"success";"no"
2045;37;1448;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2046;34;1553;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2047;38;472;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2048;32;419;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2049;38;8669;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2050;29;123;1;"employed";"married";"secondary";"no";"yes";"success";"yes"
2051;41;1757;2;"employed";"divorced";"tertiary";"no";"no";"failure";"yes"
2052;32;5514;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
2053;33;882;2;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
2054;45;429;1;"unemployed";"divorced";"primary";"yes";"no";"success";"yes"
2055;53;3754;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
2056;52;0;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2057;37;0;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
2058;29;224;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
2059;32;2974;1;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
2060;31;1081;2;"employed";"single";"tertiary";"no";"no";"failure";"yes"
2061;29;7707;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
2062;31;4319;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2063;29;1441;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
2064;38;1970;1;"employed";"married";"secondary";"yes";"no";"success";"yes"
2065;47;1167;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
2066;52;193;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
2067;36;1291;1;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
2068;51;618;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
2069;47;1230;1;"employed";"married";"secondary";"yes";"no";"success";"yes"
2070;36;96;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
